host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,minimum_nights,availability_30,availability_60,availability_90,availability_365,instant_bookable,cancellation_policy
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31284016,-71.05800666,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$49.00 ,$200.00 ,$45.00 ,2,0,6,36,311,f,strict
within a few hours,100%,70%,t,8,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Dorchester,42.29197221,-71.06408823,f,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$80.00 ,$200.00 ,$30.00 ,2,0,5,24,299,f,moderate
within an hour,100%,97%,t,2,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31751337,-71.05386354,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$45.00 ,$100.00 ,$40.00 ,1,9,35,65,340,f,strict
within a few hours,90%,81%,f,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Dorchester,42.2988196,-71.05400236,f,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$62.00 ,,$50.00 ,3,3,3,3,251,f,strict
within an hour,100%,100%,f,4,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31948574,-71.05849839,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$60.00 ,$200.00 ,$50.00 ,7,0,0,0,0,f,flexible
within an hour,98%,88%,f,7,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.28527106,-71.06859175,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$55.00 ,$200.00 ,$40.00 ,1,0,25,55,330,f,strict
within a few hours,100%,100%,f,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.28439248,-71.06911628,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,$500.00 ,,4,8,30,60,335,f,flexible
within a few hours,100%,74%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.309534,-71.04918649,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$70.00 ,$150.00 ,$25.00 ,1,7,34,64,86,f,moderate
within an hour,100%,95%,f,3,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,Dorchester,42.28603663,-71.08942826,t,House,Private room,1,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$40.00 ,,$10.00 ,2,3,3,6,281,f,moderate
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28493816,-71.07651054,t,House,Shared room,1,1,1,1,Pull-out Sofa,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",$80.00 ,,$5.00 ,1,29,59,86,356,f,moderate
within an hour,100%,96%,f,5,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28885815,-71.06566793,f,Apartment,Entire home/apt,6,2,3,4,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$175.00 ,$400.00 ,$100.00 ,1,7,23,53,322,t,strict
within a few hours,100%,91%,f,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Dorchester,42.31910921,-71.06168323,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00 ,,$50.00 ,1,0,1,15,172,f,moderate
within an hour,100%,73%,f,2,"['email', 'phone', 'facebook', 'jumio']",t,t,Dorchester,42.31587739,-71.06323103,t,Entire Floor,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$153.00 ,,,1,0,0,0,0,f,moderate
within an hour,100%,98%,f,4,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28880694,-71.06140756,f,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$59.00 ,$250.00 ,$25.00 ,1,14,44,74,349,f,strict
within an hour,100%,95%,f,3,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,Dorchester,42.28664049,-71.08803895,t,House,Private room,1,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$45.00 ,,$10.00 ,2,12,42,72,347,f,moderate
within a day,50%,85%,f,2,"['email', 'phone', 'facebook', 'reviews']",t,f,Dorchester,42.30232768,-71.06769753,t,Apartment,Entire home/apt,9,1,3,5,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Breakfast,""Free Parking on Street"",Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$160.00 ,$100.00 ,$75.00 ,1,9,37,67,342,f,flexible
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.32188941,-71.06182927,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",$125.00 ,$500.00 ,$150.00 ,2,8,18,31,306,f,strict
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.3204288,-71.05225173,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$63.00 ,$100.00 ,$50.00 ,4,21,51,81,356,f,strict
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31803419,-71.05451145,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$49.00 ,$100.00 ,$49.00 ,3,21,51,81,356,f,strict
within a few hours,100%,100%,f,5,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.29996396,-71.08060444,t,Apartment,Private room,2,1,1,2,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$72.00 ,$100.00 ,$25.00 ,3,0,0,0,256,f,moderate
within an hour,100%,93%,f,3,"['email', 'phone', 'facebook', 'amex', 'reviews', 'kba']",t,t,Dorchester,42.29745365,-71.05850363,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$130.00 ,$100.00 ,$50.00 ,1,2,9,35,274,f,flexible
within a few hours,67%,100%,f,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Dorchester,42.29728861,-71.05654508,f,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Smoke Detector""}",$80.00 ,,,1,29,59,89,364,f,flexible
within a few hours,100%,94%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.2829924,-71.07393181,f,Apartment,Private room,1,1,1,1,Airbed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",$31.00 ,$500.00 ,$50.00 ,10,6,36,66,341,f,moderate
within an hour,100%,98%,f,4,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28971393,-71.0614035,f,Apartment,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$67.00 ,$250.00 ,$40.00 ,1,20,50,80,355,f,strict
within a day,70%,67%,f,1,"['phone', 'reviews']",t,f,Dorchester,42.310428,-71.07530388,f,House,Entire home/apt,3,1,0,2,Real Bed,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$129.00 ,,,1,29,59,89,364,f,flexible
within a few hours,100%,100%,f,5,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.30088321,-71.08189711,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$56.00 ,$100.00 ,$25.00 ,3,0,0,0,248,f,moderate
within a few hours,80%,100%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31725532,-71.05385501,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$70.00 ,,$20.00 ,2,7,27,57,332,f,moderate
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.31418505,-71.06000715,t,House,Entire home/apt,9,2,4,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$175.00 ,$500.00 ,$200.00 ,2,11,16,17,17,f,strict
within a day,80%,75%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31057857,-71.05507123,t,Apartment,Entire home/apt,6,1.5,3,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00 ,$750.00 ,$125.00 ,3,0,5,14,279,f,moderate
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.28981312,-71.05900456,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",$125.00 ,$500.00 ,$150.00 ,2,2,17,47,322,f,strict
within a few hours,92%,69%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28429057,-71.06829088,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Pets live on this property"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$80.00 ,,,1,30,60,90,117,f,flexible
within an hour,100%,56%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.32457013,-71.05838331,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$100.00 ,,$85.00 ,2,9,39,69,344,f,strict
within a few hours,100%,94%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.29072925,-71.0645636,f,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$65.00 ,$500.00 ,$50.00 ,3,5,35,65,340,f,moderate
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31797689,-71.05501438,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,$100.00 ,$49.00 ,4,30,60,90,365,f,strict
within a few hours,100%,100%,f,1,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Dorchester,42.31799209,-71.05715974,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Air Conditioning"",Kitchen,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$72.00 ,,$25.00 ,2,15,42,72,347,f,strict
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31949173,-71.05423388,t,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",$68.00 ,$100.00 ,$45.00 ,1,0,29,59,334,f,strict
within an hour,100%,96%,f,4,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31489519,-71.06119371,t,House,Private room,2,2.5,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$70.00 ,,$10.00 ,2,10,27,57,329,f,moderate
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.32280314,-71.06184461,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher""}",$125.00 ,$500.00 ,$150.00 ,2,8,21,51,326,f,strict
within a day,50%,94%,f,1,"['phone', 'reviews']",t,f,Dorchester,42.32245256,-71.05807981,t,Condominium,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00 ,,,1,2,2,2,7,f,moderate
within a few hours,80%,100%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31873349,-71.0536317,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,,$25.00 ,1,0,0,0,248,f,flexible
within a day,88%,93%,f,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28090262,-71.08174417,f,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",$89.00 ,$100.00 ,$50.00 ,3,14,44,74,136,f,moderate
within a few hours,80%,100%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31868652,-71.05484341,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$70.00 ,,$20.00 ,2,3,33,63,338,f,moderate
within an hour,100%,100%,f,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.28253505,-71.08625683,t,House,Private room,2,1.5,1,1,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$52.00 ,$95.00 ,$15.00 ,1,11,41,71,346,f,moderate
within a few hours,100%,94%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28851074,-71.06963439,f,Apartment,Private room,1,1,1,1,Airbed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$38.00 ,$500.00 ,$50.00 ,10,18,48,78,353,f,moderate
within an hour,100%,100%,f,1,"['email', 'phone', 'amex', 'reviews', 'jumio']",t,t,Dorchester,42.29866325,-71.06087746,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$165.00 ,$600.00 ,$65.00 ,1,12,36,66,277,f,moderate
within an hour,100%,99%,t,2,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,Dorchester,42.32594687,-71.05921761,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$80.00 ,$100.00 ,,1,8,22,32,307,t,moderate
within an hour,100%,56%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.32577478,-71.058066,t,Apartment,Private room,2,1,1,2,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$135.00 ,,$100.00 ,1,25,55,85,360,f,moderate
within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.32124293,-71.04362265,t,Townhouse,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$60.00 ,$100.00 ,$10.00 ,4,0,0,0,0,t,moderate
within a day,100%,86%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31486481,-71.06565961,t,House,Private room,3,1.5,1,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$35.00 ,,,3,0,2,2,160,f,flexible
within a day,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Dorchester,42.30843742,-71.0610474,f,Bed & Breakfast,Shared room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$44.00 ,,,1,18,48,78,353,f,flexible
within a few hours,100%,94%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28272513,-71.07511892,f,Apartment,Private room,1,1,1,1,Airbed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$31.00 ,$500.00 ,$50.00 ,10,0,0,0,256,f,moderate
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31226914,-71.05800591,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$46.00 ,$100.00 ,$49.00 ,5,24,54,84,359,f,moderate
within an hour,91%,100%,f,2,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28155957,-71.06288767,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$95.00 ,$300.00 ,$75.00 ,7,18,48,78,78,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Dorchester,42.31676005,-71.04105591,t,Apartment,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$100.00 ,$250.00 ,$50.00 ,1,0,0,0,0,t,moderate
